importo,livello,durata,tipologia,saldo,eta,estinto
8000,A,0,Elettrodomestici,814.96,22,0
1500,C,2,Elettrodomestici,666.87,40,1
8000,B,,Elettrodomestici,1382.27,25,1
10000,C,4,Autovettura,469.65,25,1
16000,A,3,Autovettura,11741.8,41,0
12000,B,11,Elettrodomestici,1171.36,22,1
1500,A,0,Elettrodomestici,1184.95,45,1
1800,B,2,Elettrodomestici,518.98,23,1
1000,B,20,Autovettura,1706.97,23,0
25000,D,0,Elettrodomestici,2862.2,28,1
25000,C,1,Autovettura,1776.92,22,1
35000,B,3,Autovettura,6068.73,28,1
8500,E,7,Elettrodomestici,1135.62,25,0
5000,A,8,Autovettura,740.97,22,0
10000,A,6,Autovettura,2172.56,26,1
1800,B,,Elettrodomestici,257.52,41,0
1000,C,9,Elettrodomestici,1135.62,28,1
20000,G,14,Elettrodomestici,1135.62,50,1
8000,B,1,Autovettura,1406.94,22,0
10750,A,13,Autovettura,1900.25,26,0
4800,A,15,Elettronica,982.69,29,1
4000,B,,Autovettura,1293.47,23,0
7800,B,5,Altro,1086.28,24,1
8000,A,2,Elettrodomestici,967.89,22,1
7500,E,3,Autovettura,3848.83,26,1
11600,A,1,Autovettura,1628.93,40,0
2400,A,9,Elettrodomestici,464.47,23,0
9600,E,1,Elettrodomestici,3355.52,31,0
6500,C,,Elettrodomestici,435.11,24,1
4000,B,3,Elettrodomestici,1468.6,27,0
12000,B,24,Elettrodomestici,1283.61,24,0
4000,C,1,Elettrodomestici,375.92,24,0
10000,D,11,Autovettura,1160.28,30,1
25000,B,0,Elettrodomestici,4835.45,29,1
14600,D,3,Elettronica,2294.9,29,1
14500,B,5,Elettrodomestici,814.96,22,1
5000,A,,Elettrodomestici,1995.33,29,1
15000,B,13,Autovettura,1665.92,28,0
7200,B,0,Elettrodomestici,612.71,34,1
4000,A,0,Elettrodomestici,1258.94,26,0
4000,B,,Elettrodomestici,580.64,32,1
15000,B,5,Elettrodomestici,1875.58,23,0
16000,A,0,Autovettura,3602.17,42,0
19750,G,0,Autovettura,2985.53,23,1
2000,C,6,Elettrodomestici,1141.83,23,0
17000,B,4,Elettrodomestici,737.32,33,0
16000,E,3,Elettrodomestici,3355.32,23,0
20000,B,6,Elettrodomestici,1678.26,34,0
25000,E,4,Autovettura,2024.27,29,1
22000,B,5,Autovettura,2388.63,30,0
5000,C,3,Elettrodomestici,731.1,23,0
21000,B,17,Elettrodomestici,2492.22,29,1
9250,C,5,Elettrodomestici,571.27,22,1
3600,B,12,Autovettura,1382.27,26,1
8000,B,2,Autovettura,1382.27,26,1
16000,A,29,Autovettura,1974.24,23,0
7500,B,2,Elettrodomestici,765.63,25,0
20000,C,12,Elettrodomestici,1184.95,25,1
17400,C,5,Autovettura,1836.12,24,0
1800,B,1,Autovettura,1135.71,36,1
13600,B,48,Autovettura,2146.9,30,1
7500,D,10,Elettronica,987.62,28,1
4475,D,3,Elettrodomestici,227.92,29,1
5000,A,1,Autovettura,1850.92,31,0
20000,C,6,Elettrodomestici,2492.22,23,1
8000,B,4,Autovettura,839.63,25,1
12000,A,12,Elettrodomestici,6685.36,39,0
10000,B,2,Autovettura,2023.67,43,0
10000,A,15,Autovettura,1678.26,28,1
6350,D,1,Elettrodomestici,1885.82,23,1
2850,B,5,Elettronica,494.31,32,1
5000,D,2,Elettrodomestici,888.96,21,0
22000,A,9,Autovettura,2146.8,40,0
11100,A,5,Elettrodomestici,1752.25,31,0
19600,C,18,Elettrodomestici,22101.33,58,1
12000,B,4,Elettrodomestici,1036.95,29,0
22500,C,7,Elettrodomestici,1628.93,23,1
7550,C,3,Elettrodomestici,405.52,24,1
10000,B,7,Elettrodomestici,642.3,22,1
2500,E,2,Autovettura,395.75,23,0
2000,B,4,Elettrodomestici,484.12,22,1
8500,A,2,Elettrodomestici,568.31,37,1
4800,A,7,Autovettura,1135.62,31,0
30000,D,10,Autovettura,1687.06,23,1
3000,B,3,Autovettura,1752.25,24,1
7500,B,8,Elettrodomestici,1505.6,31,0
25000,B,12,Elettrodomestici,1924.91,24,0
17000,B,1,Autovettura,1505.6,26,0
8000,B,3,Elettronica,1776.82,29,0
7250,C,11,Elettrodomestici,2492.22,35,0
9600,B,,Autovettura,2211.03,23,1
5000,B,4,Elettronica,642.3,22,0
1900,A,17,Elettrodomestici,1012.29,30,0
5000,B,5,Elettrodomestici,2122.24,24,0
10000,C,5,Autovettura,1357.61,36,1
8400,A,3,Autovettura,2023.58,21,0
25000,D,0,Autovettura,5822.07,48,1
6500,A,37,Autovettura,1086.28,42,0
6000,B,15,Autovettura,2615.55,34,0
12000,A,10,Autovettura,2245.57,22,0
8600,B,8,Autovettura,888.96,30,0
4000,A,21,Autovettura,1456.27,27,0
11000,B,11,Autovettura,3108.86,27,0
4000,D,,Elettrodomestici,4218.81,29,0
25000,B,2,Autovettura,5452.09,26,1
14000,D,4,Autovettura,1488.33,30,1
12000,A,5,Elettronica,1694.18,26,0
10000,C,5,Elettronica,849.49,22,0
9600,A,1,Autovettura,1505.6,29,0
10000,A,5,Autovettura,1431.6,26,0
7250,A,0,Elettrodomestici,415.38,30,0
18650,A,11,Autovettura,1135.62,25,0
1400,C,7,Autovettura,1542.6,24,0
18000,B,2,Elettrodomestici,2405.89,30,0
8000,C,4,Elettronica,1678.26,27,1
22000,B,9,Autovettura,2171.57,24,0
4575,E,3,Autovettura,173.66,21,1
12000,B,6,Elettrodomestici,1339.35,24,1
3600,B,5,Elettrodomestici,777.87,37,1
10000,B,1,Autovettura,1258.94,26,0
7000,B,4,Autovettura,825.25,25,1
20000,C,7,Autovettura,1942.82,24,0
7000,B,0,Autovettura,2615.55,23,1
5000,G,3,Autovettura,1184.95,26,1
5000,C,22,Elettrodomestici,691.64,25,1
6000,D,0,Elettrodomestici,938.29,34,1
2000,B,7,Autovettura,1431.6,25,1
8000,A,5,Elettronica,444.98,28,1
10000,D,24,Elettrodomestici,3010.2,35,1
6000,D,0,Elettrodomestici,642.3,26,1
2500,B,1,Elettrodomestici,394.86,31,1
16600,E,0,Elettrodomestici,1509.55,25,1
8000,A,0,Autovettura,2048.24,22,0
10000,C,0,Elettrodomestici,568.31,24,0
5600,D,2,Elettronica,703.97,24,1
18500,C,6,Elettronica,1258.94,23,1
12000,C,3,Elettrodomestici,1135.62,24,1
10000,B,6,Elettronica,790.3,30,1
5000,B,2,Autovettura,1998.91,39,1
10000,B,3,Autovettura,543.74,25,1
12800,B,5,Autovettura,1969.8,32,0
14000,C,0,Autovettura,987.62,27,1
5400,B,7,Elettrodomestici,553.51,23,1
6000,A,21,Autovettura,765.63,26,1
10500,D,3,Elettrodomestici,642.3,25,1
12000,C,8,Elettrodomestici,1326.03,23,1
15000,D,0,Elettrodomestici,1767.05,30,1
13000,B,7,Elettrodomestici,1554.93,27,1
6250,C,3,Autovettura,2862.2,29,0
2400,B,,Elettronica,168.73,30,1
15000,B,4,Elettrodomestici,1139.86,22,1
4800,A,,Elettrodomestici,553.51,23,0
6950,A,2,Elettrodomestici,257.52,37,1
15000,C,4,Autovettura,2862.2,27,1
18000,B,4,Autovettura,1229.34,23,1
3000,D,1,Elettrodomestici,346.32,23,0
21250,A,30,Elettrodomestici,1161.76,25,0
4900,C,1,Elettrodomestici,565.35,25,0
15000,A,6,Elettrodomestici,1678.26,26,0
3600,D,23,Elettrodomestici,2122.24,30,0
16000,C,2,Elettrodomestici,1998.91,23,0
6400,A,4,Elettronica,568.31,23,0
9000,D,3,Elettrodomestici,1431.7,31,1
8000,C,3,Elettrodomestici,444.88,25,1
1500,D,1,Elettrodomestici,568.31,24,1
7000,C,5,Elettrodomestici,2122.24,28,1
10000,C,19,Elettronica,1258.94,25,1
6000,A,,Elettrodomestici,849.49,40,1
9500,B,0,Autovettura,1197.28,22,1
5000,A,1,Elettrodomestici,1323.07,26,1
6000,C,3,Elettrodomestici,1258.94,29,1
1500,B,1,Elettrodomestici,435.11,30,1
10000,E,0,Autovettura,1382.27,29,1
15000,A,5,Autovettura,642.3,28,0
6000,C,3,Elettrodomestici,1258.94,33,1
18000,A,11,Autovettura,1875.58,25,1
2500,B,1,Elettrodomestici,2265.3,27,0
9000,C,0,Elettrodomestici,642.3,22,1
6000,C,0,Autovettura,1135.62,27,1
10000,D,12,Autovettura,1332.94,22,1
4800,B,11,Autovettura,1382.27,26,1
25000,C,4,Elettrodomestici,2240.63,45,1
5000,A,4,Autovettura,518.98,23,1
9600,C,3,Autovettura,1574.05,22,0
4600,A,30,Elettrodomestici,1382.27,28,0
8000,C,3,Autovettura,790.3,24,0
5000,D,3,Elettrodomestici,1021.17,33,0
3650,B,14,Autovettura,2492.22,22,0
5000,C,0,Elettrodomestici,316.72,32,1
12200,B,1,Elettrodomestici,938.29,22,1
14500,B,1,Elettrodomestici,790.3,28,1
4000,C,0,Elettrodomestici,1382.27,26,1
17600,C,13,Autovettura,2368.89,32,1
4000,C,0,Autovettura,888.96,23,1
7000,E,0,Elettrodomestici,1814.41,52,1
14400,D,14,Autovettura,2862.2,42,1
13000,B,6,Elettrodomestici,2615.55,40,0
7500,A,4,Elettrodomestici,1382.27,23,0
4200,D,1,Elettrodomestici,1628.93,32,1
14000,A,2,Elettrodomestici,2985.53,29,0
7200,B,13,Elettrodomestici,523.91,23,1
12000,B,8,Autovettura,1258.94,22,0
14000,D,1,Elettrodomestici,2921.4,30,0
4500,C,1,Elettrodomestici,765.63,24,1
8775,A,4,Elettrodomestici,1039.52,22,0
3000,B,3,Elettrodomestici,1258.94,27,1
6000,A,4,Autovettura,1875.58,25,0
8000,A,12,Elettronica,2122.24,41,0
11000,A,7,Elettronica,589.32,29,1
7000,D,4,Elettrodomestici,583.11,24,1
7000,D,11,Elettronica,3454.18,28,1
2200,A,9,Autovettura,790.3,23,1
20000,B,14,Elettrodomestici,987.62,25,1
20000,D,3,Elettrodomestici,1505.7,36,0
25000,B,4,Autovettura,2023.58,23,1
8000,A,22,Autovettura,3256.85,23,0
5000,B,2,Elettrodomestici,765.63,22,0
14000,D,1,Autovettura,2985.53,25,1
5000,B,0,Elettrodomestici,642.3,22,1
2000,C,3,Autovettura,1145.48,33,1
4200,B,,Elettrodomestici,594.95,22,1
6000,C,5,Elettrodomestici,1110.85,29,1
7000,A,4,Elettrodomestici,938.29,22,0
6000,A,9,Autovettura,2418.22,27,0
5375,B,2,Elettrodomestici,281.2,28,0
4000,A,3,Elettrodomestici,1027.09,26,1
18000,C,8,Elettrodomestici,1505.6,25,0
15000,B,19,Elettrodomestici,1441.47,24,0
3500,A,7,Autovettura,839.14,25,0
6000,C,2,Elettrodomestici,1382.27,39,1
5000,A,0,Elettrodomestici,691.64,39,0
6000,E,1,Elettrodomestici,790.3,26,0
5000,A,7,Autovettura,987.62,25,0
3000,A,0,Autovettura,2725.06,46,0
2800,A,5,Elettrodomestici,257.52,22,1
2100,C,27,Autovettura,1309.33,28,1
4500,A,1,Autovettura,1308.27,30,0
10000,A,0,Elettrodomestici,774.61,25,0
4800,C,12,Elettrodomestici,926.07,22,1
3500,D,0,Autovettura,371.3,21,1
7000,C,2,Elettrodomestici,1268.81,29,1
5500,B,5,Elettrodomestici,198.32,22,1
8000,A,5,Autovettura,1628.93,46,0
30000,A,9,Autovettura,3725.5,36,0
5000,F,0,Elettrodomestici,395.65,34,1
7000,B,2,Elettrodomestici,802.01,30,1
5000,C,0,Autovettura,1204.68,26,1
11000,A,7,Autovettura,2122.24,25,0
12700,B,5,Elettrodomestici,1382.27,28,1
11600,B,0,Autovettura,1332.94,26,0
7500,A,9,Autovettura,1061.62,47,0
2000,B,0,Elettrodomestici,1135.62,27,0
20000,B,6,Autovettura,1505.6,41,0
3825,D,,Elettrodomestici,257.52,24,1
1375,B,5,Autovettura,494.31,23,1
15000,C,4,Autovettura,1776.92,25,1
10000,C,3,Elettrodomestici,790.3,21,0
7025,A,0,Elettrodomestici,802.63,22,1
1500,A,8,Elettrodomestici,1332.94,22,0
3000,D,3,Autovettura,1875.58,29,1
3250,B,7,Autovettura,691.64,25,1
8000,A,1,Elettrodomestici,2196.23,27,0
13000,A,14,Autovettura,2184.1,27,0
10000,C,0,Elettrodomestici,938.29,22,1
20400,B,0,Autovettura,2886.87,24,0
6000,B,6,Autovettura,1431.6,32,0
3000,B,2,Elettrodomestici,293.04,57,0
10000,A,7,Elettrodomestici,1665.83,23,0
1200,A,2,Elettrodomestici,257.52,21,0
20000,B,29,Elettrodomestici,1382.27,28,1
6000,B,17,Elettrodomestici,1875.58,38,0
15000,E,0,Elettrodomestici,1387.82,22,1
8000,B,3,Autovettura,666.77,29,1
15000,D,14,Autovettura,1919.98,48,1
11000,A,12,Autovettura,4095.48,54,0
4000,B,2,Elettrodomestici,518.98,22,1
7000,A,6,Elettrodomestici,833.22,22,0
3600,C,3,Elettrodomestici,1135.62,22,1
14000,B,2,Elettrodomestici,1135.62,33,0
10000,A,9,Autovettura,4218.81,24,0
24250,B,8,Elettronica,1357.7,27,1
21000,D,11,Elettrodomestici,1659,26,1
12250,B,2,Autovettura,666.97,25,1
21000,B,3,Elettrodomestici,1530.26,31,0
8900,A,0,Elettrodomestici,1875.58,30,0
19000,A,,Autovettura,1086.28,24,1
10000,E,,Elettrodomestici,1072.35,41,1
4500,D,1,Elettrodomestici,435.11,23,1
5500,C,3,Elettrodomestici,592.87,23,0
4500,B,8,Autovettura,1337.87,28,0
2000,B,2,Elettrodomestici,691.64,22,1
9225,A,5,Elettrodomestici,1456.27,22,0
12000,C,0,Elettronica,938.29,22,1
9800,B,4,Elettrodomestici,1382.27,22,0
5000,E,5,Elettrodomestici,1952.05,24,1
5000,D,1,Elettronica,612.71,55,1
2000,B,,Elettrodomestici,494.31,24,1
10625,C,16,Elettrodomestici,555.97,30,1
10000,D,2,Elettrodomestici,1530.26,43,0
6025,A,0,Elettrodomestici,1382.27,22,0
6000,B,,Autovettura,811.31,24,1
10750,B,3,Elettrodomestici,517.99,27,0
8000,B,3,Elettronica,790.3,35,1
15000,A,11,Autovettura,1130.01,35,1
10000,B,6,Autovettura,2985.53,23,1
16000,A,0,Autovettura,1382.27,22,1
10625,C,12,Autovettura,740.97,27,0
6000,C,8,Autovettura,1332.94,35,1
5000,C,0,Elettrodomestici,790.3,29,0
7500,B,5,Autovettura,592.97,32,0
15000,C,12,Autovettura,2245.57,21,1
3500,A,0,Elettronica,908.69,39,1
8000,D,0,Elettrodomestici,1628.93,22,1
5400,A,,Elettronica,452.28,26,1
8000,B,0,Autovettura,1184.95,22,1
5000,B,17,Autovettura,839.63,24,1
4250,C,,Elettrodomestici,158.37,34,1
5400,E,2,Elettrodomestici,1754.92,22,1
10000,B,5,Elettrodomestici,691.64,42,1
1600,D,0,Elettrodomestici,1382.27,21,1
8000,A,19,Autovettura,1160.28,28,0
12000,A,0,Autovettura,1505.6,25,0
3000,B,0,Elettrodomestici,331.52,25,1
7000,A,,Autovettura,494.31,30,1
12000,C,4,Elettrodomestici,1998.91,30,1
2375,B,0,Elettrodomestici,1653.69,35,0
17000,B,7,Autovettura,1776.92,34,1
15000,D,0,Autovettura,1752.25,23,1
5000,B,8,Elettrodomestici,1012.29,35,1
5200,B,5,Elettrodomestici,543.64,21,0
4800,A,2,Elettrodomestici,1680.63,24,0
3600,B,4,Elettrodomestici,716.3,25,1
5000,B,18,Autovettura,2319.56,41,0
10000,B,0,Autovettura,1752.25,36,1
14500,A,,Autovettura,777.96,24,0
1800,B,5,Elettrodomestici,1875.58,33,0
3450,B,5,Elettrodomestici,518.98,25,1
6000,B,1,Elettrodomestici,1752.25,23,0
13025,B,1,Autovettura,888.96,22,0
4000,A,11,Elettronica,1061.62,25,0
10000,A,15,Autovettura,1135.62,23,1
10000,A,10,Elettronica,1184.95,26,0
4200,A,5,Elettrodomestici,642.3,34,0
6000,B,1,Elettrodomestici,1283.61,23,1
7000,B,2,Elettrodomestici,1184.95,25,0
4800,E,6,Elettrodomestici,1332.94,26,1
3000,A,1,Elettrodomestici,1431.6,33,0
6000,A,5,Elettrodomestici,1183.17,26,1
6000,B,4,Autovettura,1998.91,38,0
10000,B,13,Elettrodomestici,642.3,23,1
10000,A,4,Elettrodomestici,1850.82,46,1
5000,D,12,Elettrodomestici,1382.27,28,0
7000,A,2,Autovettura,6068.73,24,1
8000,C,8,Elettrodomestici,1628.93,26,0
3500,B,5,Autovettura,1135.62,24,0
4975,A,3,Elettrodomestici,740.97,22,1
6000,A,4,Autovettura,1909.13,26,0
5000,B,3,Elettrodomestici,375.92,25,1
1200,C,0,Elettrodomestici,701.5,24,1
9000,C,14,Autovettura,1382.27,22,0
10000,C,3,Elettrodomestici,790.3,22,0
20000,C,4,Elettrodomestici,1826.25,27,1
10000,B,1,Elettrodomestici,1505.6,21,0
4000,C,0,Elettrodomestici,309.32,30,1
24000,B,1,Autovettura,1875.58,26,1
10000,A,2,Elettrodomestici,876.63,25,0
5000,C,3,Autovettura,1954.51,34,0
8000,C,14,Elettrodomestici,716.3,28,1
5000,C,0,Elettrodomestici,1530.26,29,1
20000,C,1,Autovettura,1505.6,34,1
8275,D,5,Autovettura,3725.5,28,1
7175,A,4,Elettrodomestici,1382.27,37,1
8000,B,2,Elettrodomestici,2146.9,22,0
30000,B,2,Elettrodomestici,1875.58,29,1
24000,B,3,Autovettura,1135.62,27,1
4500,B,4,Autovettura,1702.92,24,1
20000,D,8,Elettrodomestici,1875.58,22,1
25000,B,0,Elettrodomestici,1135.71,22,1
12000,D,2,Elettrodomestici,938.29,27,1
9000,A,2,Elettrodomestici,873.15,23,1
4900,C,2,Autovettura,1875.58,25,0
25000,G,4,Elettrodomestici,2368.89,37,1
10800,A,5,Elettronica,1012.29,37,0
20000,B,14,Autovettura,3945.02,26,1
8000,A,6,Elettrodomestici,849.49,22,0
2000,A,4,Elettrodomestici,405.52,29,1
2800,D,1,Elettrodomestici,272.32,26,1
20000,C,9,Autovettura,2122.24,35,1
2400,D,9,Autovettura,1441.47,22,1
14400,C,3,Autovettura,1998.91,26,1
2800,A,1,Autovettura,1204.68,46,0
4400,B,3,Autovettura,790.3,30,1
2600,B,1,Elettrodomestici,139.13,29,0
7000,C,1,Autovettura,1258.94,25,1
9925,D,7,Autovettura,1472.42,24,1
3000,A,0,Autovettura,1308.27,39,0
20000,C,7,Elettrodomestici,2862.2,34,0
2400,B,4,Elettronica,849.49,32,0
4650,C,3,Elettrodomestici,962.96,32,1
10000,B,1,Elettrodomestici,731.1,24,1
9600,A,6,Elettrodomestici,829.64,27,0
7500,C,3,Autovettura,1382.27,23,1
5000,B,0,Elettrodomestici,494.31,31,1
10750,B,5,Autovettura,844.46,28,0
5000,C,8,Autovettura,634.02,21,1
5000,B,2,Elettrodomestici,2615.55,25,0
5000,A,2,Elettrodomestici,1456.27,22,0
15000,C,6,Elettrodomestici,839.63,21,1
5000,C,1,Elettrodomestici,316.72,24,1
5000,D,0,Elettrodomestici,518.88,21,1
7000,A,4,Elettrodomestici,864.29,35,1
27050,D,1,Autovettura,1628.93,31,1
8950,C,1,Elettrodomestici,864.29,23,1
6000,C,13,Autovettura,3108.86,29,0
10500,C,2,Elettronica,1641.26,23,1
4000,A,3,Elettrodomestici,691.73,33,0
15250,E,1,Autovettura,1411.87,23,1
10000,C,0,Autovettura,967.89,24,1
14000,A,6,Elettrodomestici,1012.29,28,1
3000,D,1,Elettronica,444.98,24,1
6000,A,11,Autovettura,765.63,23,1
3400,A,0,Elettrodomestici,501.47,23,1
8500,B,9,Elettrodomestici,1135.62,21,1
5000,A,8,Elettrodomestici,1406.84,24,0
5500,C,2,Elettrodomestici,1443.24,24,0
3000,B,13,Elettrodomestici,938.29,22,1
21600,C,5,Elettrodomestici,1382.27,24,1
3000,A,0,Elettronica,543.64,34,0
14000,A,2,Elettrodomestici,3602.17,35,1
3900,B,8,Autovettura,1974.24,22,0
16000,A,21,Elettrodomestici,1431.6,23,1
1200,A,,Elettrodomestici,173.66,23,0
15000,B,14,Elettrodomestici,1998.91,23,0
24250,D,17,Elettrodomestici,2664.78,25,1
20000,A,22,Autovettura,1776.92,23,0
10000,A,3,Elettrodomestici,849.49,34,0
10000,C,5,Elettrodomestici,1505.6,35,1
5000,A,4,Autovettura,1086.28,29,0
6000,C,7,Elettrodomestici,642.3,22,1
17000,B,19,Autovettura,1468.7,27,1
15000,D,4,Autovettura,1875.58,22,1
10950,A,7,Elettronica,740.97,23,0
5000,B,4,Autovettura,797.7,25,1
3000,B,4,Elettrodomestici,888.96,28,1
10000,B,12,Elettrodomestici,1382.27,29,1
5600,A,2,Autovettura,1998.91,37,0
5000,C,1,Elettrodomestici,518.88,21,0
18000,B,4,Elettrodomestici,1924.22,28,0
7000,A,18,Autovettura,2936.2,22,0
10000,B,14,Autovettura,2092.64,26,1
8000,D,13,Elettronica,1370.09,32,1
10000,D,2,Autovettura,1715.85,30,1
5000,B,17,Elettronica,494.31,22,1
6000,D,13,Elettrodomestici,1234.28,27,1
20000,A,14,Elettrodomestici,1135.62,54,0
24250,E,5,Elettronica,1258.94,45,1
1800,A,1,Elettronica,790.3,23,0
6000,A,3,Elettrodomestici,888.96,23,0
12000,C,0,Elettrodomestici,1209.61,28,0
9000,B,20,Elettronica,2337.72,29,1
12000,B,1,Elettrodomestici,938.29,31,0
2100,C,1,Elettrodomestici,760.7,38,1
1000,B,0,Elettrodomestici,25.67,25,0
5000,B,25,Autovettura,967.89,30,0
10000,C,5,Elettrodomestici,1974.24,25,0
9000,A,17,Autovettura,1258.94,41,0
15000,B,4,Elettrodomestici,2586.44,25,0
9950,C,7,Elettrodomestici,661.64,33,1
2800,B,2,Elettrodomestici,494.31,23,1
13000,B,5,Autovettura,666.97,32,1
5000,B,3,Elettrodomestici,888.86,21,1
10500,C,11,Elettronica,1012.29,28,1
7000,C,2,Elettrodomestici,1268.81,29,1
5200,C,4,Elettrodomestici,1012.29,35,1
2850,C,4,Autovettura,1086.28,27,1
5000,D,3,Elettrodomestici,790.3,22,1
15500,B,2,Autovettura,4046.15,31,0
20000,B,21,Elettrodomestici,1678.26,27,1
15000,A,4,Elettronica,1221.49,25,0
10000,B,1,Elettrodomestici,2097.57,31,0
12000,B,1,Elettrodomestici,864.29,23,0
3000,E,3,Elettrodomestici,494.31,37,1
9600,C,0,Elettrodomestici,2877.99,26,0
21000,B,5,Elettrodomestici,6932.02,34,0
13750,D,1,Elettrodomestici,569.2,43,1
25000,F,2,Elettrodomestici,5698.74,27,1
7000,A,3,Elettrodomestici,888.96,24,0
1000,B,,Autovettura,839.63,23,1
3500,A,4,Elettrodomestici,370.98,24,0
1300,C,4,Elettrodomestici,1382.27,22,1
15000,D,11,Elettrodomestici,2220.9,23,1
14000,B,4,Autovettura,2590.88,22,1
4500,B,2,Elettrodomestici,346.32,21,0
1000,C,2,Autovettura,740.72,23,1
10000,B,3,Autovettura,754.78,40,0
6000,A,40,Autovettura,1756.72,25,0
6000,D,8,Elettrodomestici,1209.61,29,1
6000,C,4,Elettrodomestici,1115.88,21,0
12000,E,2,Elettrodomestici,1998.91,25,0
14400,B,5,Autovettura,2982.97,23,0
1300,D,14,Autovettura,1049.29,21,1
15000,A,30,Elettronica,671.9,25,0
3600,B,4,Elettrodomestici,876.63,28,0
1200,A,0,Elettronica,691.64,36,0
2800,B,13,Autovettura,3256.85,30,0
10000,B,1,Elettrodomestici,2196.23,29,0
21000,B,4,Autovettura,2388.63,24,0
14000,C,0,Autovettura,2738.88,26,1
7000,A,2,Autovettura,790.3,26,0
12000,B,3,Autovettura,1308.27,22,1
19000,B,3,Elettrodomestici,1678.26,23,0
18225,B,2,Autovettura,1110.95,25,0
8875,B,2,Autovettura,814.96,35,1
20000,B,5,Elettrodomestici,1628.93,25,0
15000,A,3,Autovettura,3602.17,25,0
6000,E,6,Elettrodomestici,1382.27,23,1
5000,B,5,Elettrodomestici,839.63,23,1
15000,D,17,Autovettura,1258.84,21,1
15000,D,8,Elettrodomestici,3232.19,24,1
6000,B,2,Elettrodomestici,592.97,25,1
5000,B,3,Elettronica,775.79,25,0
20000,A,1,Autovettura,2368.89,27,0
1250,E,3,Autovettura,716.3,24,1
5000,E,2,Elettrodomestici,839.63,23,1
13000,B,20,Autovettura,1160.28,21,0
19800,B,13,Elettrodomestici,2763.54,26,0
8000,D,7,Elettrodomestici,420.31,22,1
12000,E,0,Elettrodomestici,1135.71,23,0
1600,D,,Elettrodomestici,1323.07,34,1
4200,D,,Elettronica,1110.95,36,0
16000,C,7,Autovettura,1628.93,24,1
12000,C,8,Elettrodomestici,1144.52,22,1
6000,C,33,Autovettura,1256.54,25,1
8000,C,5,Elettrodomestici,666.97,26,1
20000,B,8,Autovettura,2321.54,29,0
25000,D,2,Elettrodomestici,2862.2,26,1
2000,B,17,Autovettura,2270.23,24,0
1600,D,5,Elettrodomestici,839.63,26,1
16000,B,2,Elettrodomestici,1012.29,35,1
13650,E,0,Elettrodomestici,716.3,25,1
18000,C,0,Autovettura,2368.89,28,0
15000,B,18,Autovettura,1846.97,39,0
5000,C,5,Autovettura,2072.91,31,1
8000,A,4,Elettronica,888.96,22,1
8350,B,7,Autovettura,2640.21,23,0
10000,C,2,Elettrodomestici,849.49,21,1
10000,D,12,Elettrodomestici,1382.27,23,1
6000,A,11,Elettronica,1619.06,45,1
12000,B,0,Elettrodomestici,642.3,24,1
7600,B,1,Elettrodomestici,1382.27,25,1
6500,A,2,Elettronica,691.64,23,0
1800,A,16,Autovettura,573.34,35,0
25000,F,16,Autovettura,1628.93,40,1
19000,F,5,Autovettura,1826.25,23,1
4050,A,17,Autovettura,1752.25,31,1
5000,D,2,Elettrodomestici,1308.27,24,1
6000,C,8,Autovettura,1135.62,31,1
2800,C,3,Elettrodomestici,941.25,26,1
10000,C,3,Elettrodomestici,888.96,27,1
1400,D,8,Autovettura,375.92,22,1
19750,D,9,Elettrodomestici,1209.61,25,1
8500,C,8,Autovettura,1613.71,22,0
5000,B,2,Elettrodomestici,1392.14,30,0
10500,A,14,Autovettura,3725.6,25,0
24000,E,8,Autovettura,2122.24,24,1
5075,C,7,Elettrodomestici,395.65,31,1
8000,B,2,Autovettura,1678.26,38,0
23750,B,6,Autovettura,1875.58,27,0
3600,B,4,Elettrodomestici,1135.62,24,1
12000,A,26,Autovettura,1135.62,25,1
9600,A,0,Elettrodomestici,642.3,28,0
12000,B,0,Autovettura,2245.57,24,0
2000,A,0,Elettrodomestici,375.92,45,1
15000,B,2,Autovettura,3750.16,39,0
5000,A,9,Elettronica,1293.47,21,1
25000,D,2,Autovettura,5230.1,25,1
9600,C,0,Elettrodomestici,1663.46,30,0
15000,A,4,Elettrodomestici,1135.62,30,1
1200,B,12,Autovettura,1727.59,26,0
25000,D,15,Elettrodomestici,2613.28,24,1
6000,A,15,Elettrodomestici,2492.22,22,1
25000,C,7,Autovettura,2566.22,31,1
2000,A,0,Elettrodomestici,1135.62,24,1
8000,A,5,Elettronica,444.98,28,1
25000,D,16,Elettrodomestici,4095.48,30,1
1600,A,9,Elettrodomestici,888.96,31,1
5000,D,6,Autovettura,1998.91,33,1
15000,A,0,Elettrodomestici,1542.6,24,0
2500,B,14,Elettrodomestici,1532.04,36,1
3250,C,22,Elettrodomestici,553.51,30,1
3500,A,2,Autovettura,1086.28,24,1
10000,A,5,Elettronica,1752.25,23,0
3000,A,0,Elettrodomestici,1410.88,24,1
7000,C,3,Elettronica,1505.6,26,0
25000,B,19,Autovettura,2862.2,32,1
23000,B,1,Autovettura,2862.2,29,0
20000,D,4,Elettrodomestici,2245.57,24,1
2000,A,1,Elettrodomestici,375.92,29,1
3600,D,1,Elettronica,222.89,25,1
5000,D,4,Autovettura,2985.53,25,1
3600,B,3,Elettrodomestici,1382.27,28,0
7500,A,5,Elettrodomestici,1135.62,21,1
